,Date Submitted,Date of Sighting,City,ST,Short Description
1820,7/11/2018,7/11/2018,Stilwell, OK,{jpg} heard dog going crazy outside hours earlier and say white flashing lights at11pm. Then son woke up at 3am said his room went dim and he looked from over the covers and there was an alien watching him. He claimed to have seen one outside the kitchen.
1821,7/17/2018,7/11/2018,Pendleton, OR,"Observed a white metallic object not moving for quite some time, kind of random flashing, then another object came into view flying over first object and hovered next to it, then one disappeared, faded away then the first one took off in straight line in the"
1822,7/17/2018,7/11/2018,Pendleton, OR,"{td} One stationary white object hovering more than a mile out at 45 degrees in the west, second object descended and flew off to the east"
1823,7/12/2018,7/11/2018,Portland, OR,"White light in straight line trajectory overhead stopped, hovered, another joined and both disappeared"
1824,7/11/2018,7/11/2018,Abilene, TX,"{jpg} Unusual bright object w/appendages, hovering to the SW"
1825,7/12/2018,7/11/2018,Corpus Christi , TX,{jpg} Noticed strange colored star in SE direction
1826,11/8/2018,7/11/2018,Springfield , VT,"{dr}I was taking pics of the sun setting behind some trees. When I looked threw the pics, there it was. I believe I got one on film."
1827,7/13/2018,7/12/2018,Chula Vista, CA,"{jpg} It did move, but very slowly. We took out our telescope to trying and focus on it, but it wouldn't stop."
1828,7/13/2018,7/12/2018,Fresno, CA,{jpg} I have a very brief phone vid of it. It look like something on fire flying.
1829,7/13/2018,7/12/2018,Lake Elsinore , CA,{jpg} Stable lights of white color in straight in straight line a little bit below is another line of red lights
1830,7/13/2018,7/12/2018,Springville, CA,"{jpg} At around 10AM I heard a very unusual amount of fighter jets, then when it went on for so long I went out to film. I filmed military jets chasing orbs and other unknown objects. Then a blast or burst of light that seemed to come from a large object"
1831,7/13/2018,7/12/2018,Cape Coral, FL,{jpg} UFO or drone spotted in SW Cape Coral
1832,7/21/2018,7/12/2018,Baker, LA,{td} It was an opening in a massive snake head cloud. Lightning only flashed in that part. Some lightning comes out of it sideways
1833,7/16/2018,7/12/2018,Searsport, ME,"{td} Small, white disc that moved a great distance is a short time"
1834,7/15/2018,7/12/2018,Taos, NM,{td} My girlfriend and I were cloud watching when we both spotted different shaped anomalies
1835,7/18/2018,7/13/2018,Lakeside, CA,"{td} It came from ground and hovered making everything around smell odd, the waft it sent smelled like smoke."
1836,7/16/2018,7/13/2018,Sierra Vista, CA,"{td} triangle shaped aircraft, made no sound and flew within 30 feet above car, 3 bright lights on base and moved slow then fast"
1837,7/17/2018,7/13/2018,Alexandria, IN,{td} Saw lights traveling at high rate of speed across a field. As lights reached road it turned and saw orbs in a row.
1838,7/26/2018,7/13/2018,Kentwood, MI,"{cak} While sitting on my back porch, talking with family member, I heard a jet fighter like sound trailing an airliner. Looked up to the sound and saw object stationary in airliners wake. It zoom to NW out of sight without reorienting."
1839,7/15/2018,7/13/2018,Guilford, NY,{td} sphere
1840,7/19/2018,7/13/2018,Allentown, PA,{td} Craft hovering high over amusement park
1841,7/14/2018,7/14/2018,PICO RIVERA, CA,"{jpg} Brilliant deep red orb (not Mars!, and 3x its size) observed in night sky"
1842,7/18/2018,7/14/2018,Edgewater, CO,"{td} Witnessed a cylinder shape object w/ no propulsion or sound, no wings/no tail"
1843,7/22/2018,7/14/2018,Port Saint Lucie , FL,"{cak} Walked outside, immediately seen rising from treetops southeast towards northwest direction, there were 3 in a triangle shape when I pulled out my cell, the leading unidentified light disappeared. I filmed what is shown."
1844,7/15/2018,7/14/2018,Atlanta , GA,"{td} Lights woke us up. We thought it was fireworks, but looking in the sky we seen the lights. The object moved unlike any other air craft I've have seen. We have video footage as well."
1845,7/15/2018,7/14/2018,East Bernstadt, KY,{td} Security camera captured UFO fleet rise and move
1846,1/8/2019,7/14/2018,Fenton, MI,"{cak} Dumbbell (spinning), Chevron, round - present at same time"
1847,7/18/2018,7/14/2018,Burnsville, MN,"Gleaming object very  high up, very slow moving."
1848,7/15/2018,7/14/2018,Independence, MO,"{td} Flashing lights, 3 different objects, erratic flight pattern"
1849,7/27/2018,7/14/2018,Sea bright , NJ,{cak} Fast in speed. Saucer like in appearance.
1850,7/16/2018,7/14/2018,Henderson, NV,"{td} Hoovering red object, during huge storm - unaffected by weather"
1851,7/20/2018,7/14/2018,Reno, NV,{td} Yellow orange glowing spheres over Pavine Mountain
1852,7/16/2018,7/14/2018,Piqua, OH,"{td} V shaped object one large light bottom front with small red light circling it in pulses. Two other white lights on down the wings, after passing the object saw small green lights around the outline of the craft"
1853,7/14/2018,7/14/2018,Amarillo, TX,"{jpg} metallic object appeared to floating, rotating and ascended straight up through cloud"
1854,7/16/2018,7/15/2018,Arvada, CO,"{td} Looking at stars last night one seemed to explode in white then yellow flash, emitting orb or beam."
1855,7/15/2018,7/15/2018,Dawsonville , GA,{td} Took pictures of the lake and the green light with hazy texture around just should up in the picture.
1856,7/15/2018,7/15/2018,Newton, IA,{td} A shiny object flying through clouds then ascending and disappeared
1857,11/4/2018,7/15/2018,Georgetown, KY,{jpg} Flash appeared then left in a direction.
1858,7/15/2018,7/15/2018,Fruitport, MI,{td} Though it was a star or planet until it started moving.
1859,7/29/2018,7/15/2018,Muskegon, MI,{rjl} Reddish orange lights in the sky..
1860,12/7/2018,7/15/2018,Muldrow, OK,{jpg} Creepy
1861,12/7/2018,7/15/2018,Muldrow, OK,{jpg} Human like
1862,8/8/2018,7/15/2018,Bellefonte, PA,"{jpg} grandson took picture from car window down. I seen picture as I loaded in computer, could see the aura around the object when blown up. I asked him (8yrs old) if he seen something when taking the picture, he said he did"
1863,7/15/2018,7/15/2018,New Braunfels , TX,{td} Many videos. Star-like object hovers. Randomly pulsates occasionally changing colors (looks yellowish). It's jerky movements aren't bad camera work.
1864,9/5/2018,7/15/2018,Porter, TX,{jpg} Photo canal jets ufo shoots into sky at hypersonic speed leaves static behind
1865,9/23/2018,7/15/2018,Aumsville, OR,{dr}Bright red light and bright white light two weeks apart following us and coming closer.
1866,7/17/2018,7/16/2018,Camarillo , CA,{td} Saw bright glowing orange/red sphere hover over small mountain July 16th about 5am to 5:30am
1867,7/17/2018,7/16/2018,Los Angeles, CA,{td} Walking my dog look at the skyline of downtown next to our biggest skyscraper a red Sphere glowing about 100 ft above the skyscraper this Sphere started to decent down
1868,7/16/2018,7/16/2018,Waynesboro, GA,{td} Bright orange looking like a planet. Got dim then disappeared. Reappeared again repeating same pattern then disappears slowly.
1869,7/17/2018,7/16/2018,Twin Falls, ID,"{td} did not realize until later looking at photo. Unsure, wanting second opinion"
1870,7/16/2018,7/16/2018,Wallace, ID,{td} Orange cross shaped object less than 1 mile from my house.
1871,7/20/2018,7/16/2018,Duluth, MN,It seemed to blink out
1872,7/17/2018,7/16/2018,Billings, MT,"{td} This is a regular occurrence for me at night, no matter the location"
1873,7/18/2018,7/16/2018,Coatesville , PA,"{td} Same UFO two nigh nights in a row. Bright light, seemed to do figure 8s. Then gradually moved to the right and out of sight"
1874,7/17/2018,7/16/2018,Harrisburg, PA,{td} White Ball
1875,7/17/2018,7/16/2018,Houston, TX,{td} Glowing green light spaceships zoomed down with so much speed
1876,7/17/2018,7/16/2018,Vernal, UT,{td} Shooting the night sky
1877,8/7/2018,7/17/2018,Fort Mohave, AZ,{jpg} looked like a trumpet on one end and a brown face inside a rectangular object. Photo is degrading less clear have more weird things too
1878,7/17/2018,7/17/2018,Canyon Country, CA,{td} Noticed two star like objects moving SW to NE overhead at night in staggered formation then turn and align in tandem formation after shooting what appeared to be a missile.
1879,7/18/2018,7/17/2018,Pensacola , FL,It's a transparent alien that is stalking us
1880,9/28/2018,7/17/2018,Macon, GA,"{dr}bright, dome shaped light captured by camera at dusk, located at the base of a cloud"
1881,7/22/2018,7/17/2018,Brookport, IL,"{cak} Seen object in the sky, hear noise, seen object go over trees"
1882,7/22/2018,7/17/2018,Brookport, IL,"{cak} Me & my gf observe bright light in sky, that came down from sky lights then went out it came down hovering 25 feet from ground no sound a spacecraft then took with swish sound"
1883,7/18/2018,7/17/2018,Russellville, KY,{td} White orb 20% the size of the moon.
1884,7/17/2018,7/17/2018,Grand Forks, ND,{td} Looked up and saw lights traveling East to West
1885,7/17/2018,7/17/2018,Hammonton, NJ,{td} Bouncing movements then stationary to naked eye. Video zoom and frame stop-various colors and shapes
1886,8/9/2018,7/17/2018,Elephant Butte, NM,{jpg} Bright light in the stars with a jagged tail.
1887,10/21/2018,7/17/2018,Binghamton, NY,{cak} I saw a tadpole shaped entity
1888,9/28/2018,7/17/2018,Warrensburg, NY,{dr}Saw a human like creature in the woods
1889,7/20/2018,7/17/2018,Albany, OR,"{td} film star like moving objects in distance, and when I downloaded my SD card it appeared on it."
1890,7/17/2018,7/17/2018,New Oxford, PA,"{td} I took a random Pic of the sky. When I looked at it I noticed an orb. When I zoomed in you can see 4 lights, in a square pattern, within the orb."
1891,7/19/2018,7/18/2018,Hanford, CA,"{td} Second time seeing a sequence of red flashing lights. The appeared to be in a line or a semi circle. I saw them at the same time of day both times, this time my husband and daughter saw them as well. The lights are faint and flash at different times."
1892,7/18/2018,7/18/2018,San Marcos , CA,"{td} Object moved like a plane then stopped mid air, looked like a Star with slow reflections"
1893,7/19/2018,7/18/2018,Tampa, FL,{td} UFO flying. Immediate change of directions
1894,7/18/2018,7/18/2018,Erlanger, KY,{td} Stereotypical cigar shape you always hear about; looked like a hovering white tic-tac and moderately faster than an airplane.
1895,7/19/2018,7/18/2018,Wilmore, KY,{td} bright glowing green object
1896,7/27/2018,7/18/2018,Natick, MA,{cak} I was in my room watching Adult Swim And the channel changed and a saw a disc like ship
1897,7/18/2018,7/18/2018,Hibbing, MN,{td} Woke up at 3 AM to see a large object in the sky. Looked like Saturn but very close.
1898,7/19/2018,7/18/2018,Sikeston , MO,{td} The orange rectangular object with solid orange lights moved from north to south
1899,7/22/2018,7/18/2018,Albuquerque, NM,{cak} Seen various objects coming in and out of cloud
1900,7/19/2018,7/18/2018,Las Vegas, NV,{td} Orb like UFO followed by High Speed Aircraft over Las Vegas heading NE
1901,7/19/2018,7/18/2018,Sapulpa, OK,{td} Me and my son was outside playing with a star finder app and seen a glowing orb in the sky that we thought was a star
1902,7/28/2018,7/18/2018,Hood River, OR,{cak} UFO sighting was simple but out of the ordinary
1903,7/22/2018,7/18/2018,Converse, TX,{cak} Seen orb hovering towards and over me on two separate nights at same time at night.
1904,7/19/2018,7/18/2018,Leander, TX,{td} Was observing the planet mars when I noticed a red object moving strangely.
1905,7/19/2018,7/18/2018,Dupont , WA,{td} 2 white glowing orbs one larger than the other trailing . Entering JBLM from the south over I-5. Zero running lights. Not traveling more than 70mph.
1906,7/20/2018,7/18/2018,Mount Vernon, WA,{td} I took a photo of a star and noticed when I looked at it the alien was standing about 10 feet away from me in the pic.
1907,7/20/2018,7/19/2018,Pioneer , CA,"{td} While visiting my friends in Pioneer, CA I saw a cigar shaped ufo in the sky ."
1908,7/21/2018,7/19/2018,Boise, ID,{td} Looked up at Turboprop heading to airport and noticed stationary orb
1909,7/20/2018,7/19/2018,Boise, ID,{td} Life changing...Bright solid white orb was witnessed going SW to NE across the city of Boise to behind the mountains of bogus basin.
1910,7/20/2018,7/19/2018,Austin , IN,{td} I saw a craft of some kind changing direction
1911,1/8/2019,7/19/2018,Mount Washington, KY,"{cak} It first appeared that I saw an airplane on fire up high. In the blink of an eye, a large clear globe with a fire inside was hovering 30' over my house"
1912,7/31/2018,7/19/2018,Dracut, MA,{rjl} See many But video was no plane
1913,8/2/2018,7/19/2018,West Baldwin, ME,{rjl} Saw Stadium size
1914,7/25/2018,7/19/2018,Westbrook, ME,{cak} Taking pictures of Mars noticed a Brighter star like light noticed it was moving. Switch to my night vision app an do began recording. This is not my firstborn encounters with similar objects.
1915,7/20/2018,7/19/2018,Westbrook, ME,"Was out looking at the stars, moon, and mars when I noticed a star like object blinked on out of no where. I got out my phones and began to record when I noticed it brightened and was moving."
1916,7/20/2018,7/19/2018,Westbrook, ME,"{td} Was out looking at the stars, moon, and mars when I noticed a star like object blinked on out of no where. I got out my phones and began to record when I noticed it brightened and was moving."
1917,7/21/2018,7/19/2018,Asheville , NC,{td} Photo taken of three to four flying orbs
1918,7/23/2018,7/19/2018,Ivyland, NJ,{cak} Star gazing on vacation on one of the most clearest nights of the week and witnessed two light appear out of no where underneath marabou which was straight out over the horizon of the ocean. Started moving from side to side the back disappeared.
1919,7/22/2018,7/19/2018,Caliente, NV,{cak} Saw object in photo after taking it.
1920,7/20/2018,7/19/2018,Bronx, NY,{tdI can never see stars in the Bronx especially where this light was glowing white an red. I saw this looking at yanked stadium towards queens as it slowly moved in the video I took its moving north. An airplane few far above it an passed it going west.
